Identifiant,Ancien_nom_officiel,Identifiant_du_nom_officiel,Nom_officiel,Type_entite,Latitude,Longitude,Feuillet_cartographique,Code_geographique,Municipalite,Designation,Date_decision,IDE,Origine_linguistique,Partie_specifique,Partie_generique,Sexe
97003,"Provost, Petit lac",255266,"Robert, Lac",Lac,46.143610,-73.905277,31I04,62047,Chertsey,Municipalité,2003-02-27,c39e435fd1e311d892e2080020a0f4c9,Français,Provost,Petit lac,
97004,"Ami, Lac de l'",255266,"Robert, Lac",Lac,46.143610,-73.905277,31I04,62047,Chertsey,Municipalité,1973-07-18,c39e435fd1e311d892e2080020a0f4c9,Français,Ami,Lac de l',
30506,"Jack, Lac à",255440,"Savage, Lac à",Lac,48.424999,-64.367777,22A08,02005,Percé,Ville,1995-02-23,0cc988bd849c20c387eb0cc2f87107f0,Anglais,Jack,Lac à,
67331,"Windsor",255707,"Val-Joli",Municipalité de canton,45.593505,-71.969207,21E12,42095,Val-Joli,Municipalité,1991-04-12,6e3cec29d1e211d892e2080020a0f4c9,Anglais,Windsor,,
179396,"Canton-Bégin",255974,"Bégin",Bureau de poste,48.673332,-71.361666,22D11,94250,Bégin,Municipalité,1990-01-25,0cc99bb8849c20c3707e07336165f342,Français,Canton-Bégin,,
27793,"Hamel",255977,"Saint-Jean-de-la-Lande-de-Beauce",Bureau de poste,46.044721,-70.710555,21L02,29073,Saint-Georges,Ville,1990-01-25,716d44d0d1e211d892e2080020a0f4c9,Français,Hamel,,
241666,"Saint-Jean-de-la-Lande",255977,"Saint-Jean-de-la-Lande-de-Beauce",Bureau de poste,46.044721,-70.710555,21L02,29073,Saint-Georges,Ville,1990-01-25,716d44d0d1e211d892e2080020a0f4c9,Français,Saint-Jean-de-la-Lande,,
70813,"Parc-Ferland",256107,"Ferland",Secteur résidentiel,50.270277,-66.419166,22J08,97007,Sept-Îles,Ville,1990-01-25,71b87ea6d1e211d892e2080020a0f4c9,Français,Parc-Ferland,,
50501,"Pontiac",256115,"Pontiac Station",Hameau,45.471943,-76.328054,31F08,84005,Bristol,Municipalité,1990-01-25,c50eea7fd1e311d892e2080020a0f4c9,Algonquin,Pontiac,,
67498,"Wright, Mont",256479,"Mont-Wright, Mine de",Mont,52.755091,-67.315400,23B11,97035,Fermont,Ville,1990-01-25,ad4c6acfd1e211d892e2080020a0f4c9,Anglais,Wright,Mont,H
34560,"La Terrière, Lac",256577,"Mimi, Lac à",Lac,47.497674,-70.374521,21M08,16048,Les Éboulements,Municipalité,1990-01-25,7af043fad1e211d892e2080020a0f4c9,Français,La Terrière,Lac,
13316,"Chipmunkune, Lac",256698,"Wâbiceci, Lac",Lac,47.909722,-78.261111,31M16,86042,Rouyn-Noranda,Ville,1990-03-13,7b19ec0cd1e211d892e2080020a0f4c9,Langue amérindienne indéterminée,Chipmunkune,Lac,
256723,"Eugène-Lapierre, Place",,,Place commémorative,45.516666,-73.650000,31H12,66023,Montréal,Ville,2009-12-01,f881d72210c540fab400baa1a37665f5,Français,Eugène-Lapierre,Place,
256738,"Kâminîhikokâk",431053,"Kâminîhikokâk, Section",Section de cours d'eau,47.477082,-77.980332,31N05,85907,Les Lacs-du-Témiscamingue,Territoire non organisé,2017-03-03,c55457f5d1e311d892e2080020a0f4c9,Algonquin,Kâminîhikokâk,,
31934,"Kakontis, Lac",256741,"Obikickikak, Lac",Lac,47.418771,-77.982063,31N05,85907,Les Lacs-du-Témiscamingue,Territoire non organisé,1990-03-13,0cc9a088849c20c39f25ab50811e8e9a,Algonquin,Kakontis,Lac,
32656,"Kokomis, Lac",256748,"Kôkomi, Lac",Lac,47.361355,-77.961355,31N05,85907,Les Lacs-du-Témiscamingue,Territoire non organisé,1990-03-13,7b785fc4d1e211d892e2080020a0f4c9,Algonquin,Kokomis,Lac,
256800,"Odawa",431068,"Odawa, Section",Section de cours d'eau,47.557777,-76.737499,31N10,89910,Réservoir-Dozois,Territoire non organisé,2017-03-03,c1422066d1e211d892e2080020a0f4c9,Algonquin,Odawa,,
372196,"Pibrac, Barrages",256807,"Pibrac-Est, Barrage",Barrages,48.359444,-71.270554,22D06,94068,Saguenay,Ville,2001-10-25,0cc9a504849c20c37b471ae71ea25faf,Français,Pibrac,Barrages,NA
48832,"Pibrac, Barrages",256810,"Pibrac-Ouest, Barrage",Barrages,48.359166,-71.277777,22D06,94068,Saguenay,Ville,2001-10-25,ac6035fbd1e211d892e2080020a0f4c9,Français,Pibrac,Barrages,
257060,"Marien, Parc",426722,"Roland-McDuff, Parc",Parc public,45.633333,-73.499444,31H11,66007,Montréal-Est,Ville,2015-07-17,0cc9a5d1849c20c3587f742c8ce9c9ed,Français,Marien,Parc,NA
257332,"Sâgik Pawâtik",431071,"Sâgik Pawâtik, Section",Section de cours d'eau,47.626004,-77.132082,31N11,89910,Réservoir-Dozois,Territoire non organisé,2017-03-03,0cc9a6e3849c20c3c8af7f863f0b6771,Algonquin,Sâgik Pawâtik,,
141208,"Lords, Île aux",257931,"Lord, Île",Île,45.173610,-72.238888,31H01,45072,Magog,Ville,1990-03-13,780c36a0d1e211d892e2080020a0f4c9,Anglais,Lords,Île aux,
23055,"Foo, Lac",257962,"Fou, Lac",Lac,47.510250,-72.429868,31P09,90012,La Tuque,Ville,1997-09-26,7fa40870d1e211d892e2080020a0f4c9,Autre,Foo,Lac,
79349,"Domaine-Plage-d'Or",258438,"Domaine-des-Deux-Lacs",Secteur résidentiel,45.856944,-73.517221,31H13,60037,L'Épiphanie,Ville,1978-08-17,c96e746fd1e311d892e2080020a0f4c9,Français,Domaine-Plage-d'Or,,
258541,"Rouge, Pont",,,Pont couvert,48.218610,-64.956388,22A02,02047,Port-Daniel–Gascons,Municipalité,2000-08-24,7d210320d9e04d1d8a3601715e423ba0,Français,Rouge,Pont,
100342,"Rochu, Lac",258553,"Très Rochu, Lac",Lac,47.680296,-72.630921,31P10,90012,La Tuque,Ville,2001-04-11,0cc9c7cf849c20c3d3570a48b5c93b42,Français,Rochu,Lac,
29266,"Hull-Partie-Ouest",258615,"Chelsea",Municipalité de canton,45.503997,-75.795880,31G12,82025,Chelsea,Municipalité,1990-06-20,c97a5b50d1e311d892e2080020a0f4c9,Anglais,Hull-Partie-Ouest,,
74796,"La Ronde, Île",258623,"Louis-Philippe-Hébert, Île",Îlot,46.216111,-71.773054,21L04,32043,Plessisville,Ville,1990-03-13,0cc9c8ab849c20c3485b6bc4c7d8a6f4,Français,La Ronde,Île,
17031,"Darwin, Chute",258693,"Dorwin, Chutes",Chute,46.029166,-73.705555,31I04,62037,Rawdon,Municipalité,1990-03-13,a5dc6c56d1e211d892e2080020a0f4c9,Anglais,Darwin,Chute,
19000,"Dorwin, Chute",258693,"Dorwin, Chutes",Chute,46.029166,-73.705555,31I04,62037,Rawdon,Municipalité,1990-03-13,a5dc6c56d1e211d892e2080020a0f4c9,Anglais,Dorwin,Chute,
52588,"Rawdon, Chute de",258693,"Dorwin, Chutes",Chute,46.029166,-73.705555,31I04,62037,Rawdon,Municipalité,1990-03-13,a5dc6c56d1e211d892e2080020a0f4c9,Anglais,Rawdon,Chute de,
128577,"Val de Mars, Lac",258722,"Valdemars, Lac",Lac,45.727777,-74.371943,31G09,76043,Brownsburg-Chatham,Ville,1990-03-13,825ebadcd1e211d892e2080020a0f4c9,Français,Val de Mars,Lac,
27695,"Hairsaw, Lac",258724,"Dauphin, Lac",Lac,45.735555,-74.413055,31G09,76043,Brownsburg-Chatham,Ville,1990-03-13,0cc9ca32849c20c3b5260234c7ab9114,Anglais,Hairsaw,Lac,
258801,"Promenade, Parc de la",416983,"André-J.-Côté, Parc",Parc public,45.399721,-73.528054,31H05,67020,Candiac,Ville,2018-06-04,b271e8bcd7b248de9b0dc01df3c094dc,Français,Promenade,Parc de la,NA
258965,"Kakijisek",431049,"Kakijisek, Section",Section de cours d'eau,47.803063,-77.595152,31N13,89008,Val-d'Or,Ville,2017-03-03,c194380dd1e211d892e2080020a0f4c9,Algonquin,Kakijisek,,
258979,"Kâwânatakodjiwâk",431060,"Kâwânatakodjiwâk, Section",Section de cours d'eau,47.766525,-77.697041,31N13,89008,Val-d'Or,Ville,2017-03-03,c9ed1a5ad1e311d892e2080020a0f4c9,Algonquin,Kâwânatakodjiwâk,,
38946,"Maria",259077,"Gesgapegiag",Réserve indienne,48.200000,-65.933333,22A04,06802,Gesgapegiag,Réserve indienne,1990-03-13,3f9cf6feba2411d892e2080020a0f4c9,Autre,Maria,,
259149,"Kanitiyebinâtek",431055,"Kanitiyebinâtek, Section",Section de cours d'eau,47.680299,-77.897613,31N12,85907,Les Lacs-du-Témiscamingue,Territoire non organisé,2017-03-03,ca6caaa4d1e311d892e2080020a0f4c9,Algonquin,Kanitiyebinâtek,,
259151,"Matâdjiwanak",431063,"Matâdjiwanak, Section",Section de cours d'eau,47.655555,-77.915555,31N12,85907,Les Lacs-du-Témiscamingue,Territoire non organisé,2017-03-03,c14e5567d1e211d892e2080020a0f4c9,Algonquin,Matâdjiwanak,,
57285,"Saint-Nazaire-de-Chicoutimi",259386,"Saint-Nazaire-du-Lac-Saint-Jean",Bureau de poste,48.588610,-71.552500,22D12,93045,Saint-Nazaire,Municipalité,1990-06-20,ac0f56d4d1e211d892e2080020a0f4c9,Français,Saint-Nazaire-de-Chicoutimi,,
1535,"Annaville",259388,"Saint-Célestin",Municipalité de village,46.216666,-72.433333,31I01,50030,Saint-Célestin,Municipalité de village,1991-04-12,ab8f0339d1e211d892e2080020a0f4c9,Hybride,Annaville,,
3069,"Baie-du-Poste",259389,"Mistissini",Village cri,50.416666,-73.883333,32I05,99804,Mistissini,Terres réservées aux Cris,1992-01-24,b7a3a9fed1e211d892e2080020a0f4c9,Français,Baie-du-Poste,,
149268,"Mistassini",259389,"Mistissini",Village cri,50.416666,-73.883333,32I05,99804,Mistissini,Terres réservées aux Cris,1992-01-24,b7a3a9fed1e211d892e2080020a0f4c9,Cri,Mistassini,,
180034,"Valmont",259396,"Notre-Dame-du-Mont-Carmel",Bureau de poste,46.488055,-72.658611,31I07,37235,Notre-Dame-du-Mont-Carmel,Municipalité de paroisse,1990-03-13,0cc9d229849c20c379ed87d907eff441,Français,Valmont,,
6759,"Bolduc",259399,"Saint-Martin",Bureau de poste,45.960833,-70.657777,21E15,29045,Saint-Martin,Municipalité de paroisse,1990-03-13,ac1a7a65d1e211d892e2080020a0f4c9,Français,Bolduc,,
259460,"Nigikoc Pagitawâgan",431067,"Nigikoc Pagitawâgan, Section",Section de cours d'eau,47.866461,-76.772443,31N15,89902,Matchi-Manitou,Territoire non organisé,2017-03-03,c159ee28d1e211d892e2080020a0f4c9,Algonquin,Nigikoc Pagitawâgan,,
259769,"Kâpîtockweyak",431058,"Kâpîtockweyak, Section",Section de cours d'eau,49.182777,-77.235277,32F03,99060,Eeyou Istchee Baie-James,Gouvernement régional,2017-03-03,c1716dcad1e211d892e2080020a0f4c9,Algonquin,Kâpîtockweyak,,
259780,"Kâwawebîdjiwak",431061,"Kâwawebîdjiwak, Section",Section de cours d'eau,49.136110,-77.126110,32F03,99060,Eeyou Istchee Baie-James,Gouvernement régional,2017-03-03,c16511b9d1e211d892e2080020a0f4c9,Algonquin,Kâwawebîdjiwak,,
259815,"Kâmidatanikâk",431052,"Kâmidatanikâk, Section",Section de cours d'eau,49.496110,-77.553611,32F05,99060,Eeyou Istchee Baie-James,Gouvernement régional,2017-03-03,c17c915bd1e211d892e2080020a0f4c9,Algonquin,Kâmidatanikâk,,
260130,"Kâmackîkosik",431051,"Kâmackîkosik, Section",Section de cours d'eau,49.280832,-77.034721,32F06,99060,Eeyou Istchee Baie-James,Gouvernement régional,2017-03-03,0cc9d7a7849c20c34d536b421bb0e05f,Algonquin,Kâmackîkosik,,
260156,"Kâhôbickacik Wekwadinâtin",431047,"Kâhôbickacik Wekwadinâtin, Section",Section de cours d'eau,49.398888,-77.302500,32F06,99060,Eeyou Istchee Baie-James,Gouvernement régional,2017-03-03,c188c65cd1e211d892e2080020a0f4c9,Algonquin,Kâhôbickacik Wekwadinâtin,,
69514,"Grande-Grève, Ruisseau de",260414,"Grande-Grave, Ruisseau de",Ruisseau,48.791944,-64.228054,22A16,03005,Gaspé,Ville,1993-10-21,75d35e6fd1e211d892e2080020a0f4c9,Français,Grande-Grève,Ruisseau de,
260851,"Pinsonneault, Pont",260852,"Brossard, Pont",Pont,45.381943,-73.575554,31H05,67035,Saint-Constant,Ville,2021-10-07,ade4da4cd1e211d892e2080020a0f4c9,Français,Pinsonneault,Pont,NA
260853,"Montée-des-Bouleaux, Pont de la",260854,"Miron, Pont",Pont,45.379166,-73.563888,31H05,67035,Saint-Constant,Ville,2021-10-07,0cc9dafc849c20c359c803cee30b51e2,Français,Montée-des-Bouleaux,Pont de la,NA
260859,"Saint-Joseph, Pont",,,Pont,45.364444,-73.567777,31H05,67035,Saint-Constant,Ville,2023-06-06,cbe763e5d1e311d892e2080020a0f4c9,Français,Saint-Joseph,Pont,NA
134560,"Blais, Lac",260899,"Six, Lac des",Lac,49.841388,-72.436666,32H16,92904,Rivière-Mistassini,Territoire non organisé,1990-04-25,8339ffbfd1e211d892e2080020a0f4c9,Français,Blais,Lac,
159207,"Battures, Les",261220,"Saint-Fulgence, Battures de",Battures,48.439999,-70.915277,22D07,94235,Saint-Fulgence,Municipalité,2002-06-11,cc09b8f8d1e311d892e2080020a0f4c9,Français,Battures,Les,
261413,"Grenier, Pont",261414,"Reed-Grenier, Pont",Pont,45.717221,-73.483054,31H11,60005,Charlemagne,Ville,2006-03-07,0cc2b29e849c20c3b82b019ee83cbd17,Français,Grenier,Pont,
145957,"Weymontachie",261561,"Wemotaci",Réserve indienne,47.905161,-73.784394,31P13,90802,Wemotaci,Réserve indienne,1997-03-25,0fc139a8ba2411d892e2080020a0f4c9,Langue amérindienne indéterminée,Weymontachie,,
57409,"Saint-Paul-de-Châteauguay",261892,"Sainte-Martine",Municipalité,45.266666,-73.766666,31H05,70012,Sainte-Martine,Municipalité,2000-01-20,ab9a4ddad1e211d892e2080020a0f4c9,Français,Saint-Paul-de-Châteauguay,,
262129,"Peupliers, Pont des",,,Pont couvert,48.254166,-70.843610,22D07,94068,Saguenay,Ville,2000-08-24,e690980632144faf8a1e3dc322e95066,Français,Peupliers,Pont des,
22971,"Foins, Lac des",262216,"Hélène, Lac",Lac,48.765277,-69.930832,22C13,95902,Lac-au-Brochet,Territoire non organisé,1993-03-05,cc4eff5ed1e311d892e2080020a0f4c9,Français,Foins,Lac des,
262221,"Pierre-De Coubertin, District électoral de",,,District électoral,45.566666,-73.583333,31H12,66023,Montréal,Ville,2008-11-06,a2a31401d1e211d892e2080020a0f4c9,Français,Pierre-De Coubertin,District électoral de,
262257,"Rivière-Hâtée, Pont de la",,,Pont couvert,48.394444,-68.679443,22C07,10043,Rimouski,Ville,2000-08-24,c288cd35853646b3a809a4c2a8533058,Français,Rivière-Hâtée,Pont de la,
262267,"Chaudière, La",262269,"Chaudière, Rapide de la",Rapide,46.772777,-71.696944,21L13,34017,Pont-Rouge,Ville,2007-08-01,0ceae006849c20c353d524fc7fcabff0,Français,Chaudière,La,
184502,"Notre-Dame-de-Fatima",262310,"Notre-Dame-du-Rosaire-de-Fatima",Paroisse,48.100277,-77.796666,32C04,89008,Val-d'Or,Ville,1990-06-20,0cc9ded2849c20c3ac8b17f621279745,Français,Notre-Dame-de-Fatima,,
262313,"Chasseurs, District électoral des",,,District électoral,46.750000,-71.366666,21L14,23027,Québec,Ville,1994-10-07,62881070bb074b2fac733a670f304a42,Français,Chasseurs,District électoral des,
41009,"Mignard, Lac",262314,"Bois Verts, Petit lac des",Lac,47.700833,-70.739166,21M10,16902,Lac-Pikauba,Territoire non organisé,1990-06-20,0cc9e020849c20c3a45c3d562d55423a,Français,Mignard,Lac,
45561,"Opalin, Petit lac",262318,"Blanc, Petit lac",Lac,47.632499,-70.954444,21M10,16902,Lac-Pikauba,Territoire non organisé,1990-06-20,0cc9dfdd849c20c328a129a89448a3f2,Français,Opalin,Petit lac,
8326,"Briète, Lac",262319,"Ribèche, Lac de la",Lac,47.687419,-70.792080,21M10,16902,Lac-Pikauba,Territoire non organisé,1990-06-20,836d92e3d1e211d892e2080020a0f4c9,Français,Briète,Lac,NA
20698,"Élise, Lac",262323,"Lizé, Lac à",Lac,47.703902,-70.686985,21M10,16902,Lac-Pikauba,Territoire non organisé,1990-06-20,0cc9df9b849c20c34a834febf12adaf0,Français,Élise,Lac,NA
127466,"Élise, Petit lac",262328,"Lizé, Petit lac à",Lac,47.705555,-70.684721,21M10,16902,Lac-Pikauba,Territoire non organisé,1990-06-20,cca9a185d1e311d892e2080020a0f4c9,Français,Élise,Petit lac,
92861,"Fulmar, Lac du",262342,"Georges, Lac",Lac,47.671943,-70.613055,21M10,16902,Lac-Pikauba,Territoire non organisé,1990-06-20,0cc9e061849c20c3cd5f8da334416641,Français,Fulmar,Lac du,NA
106991,"Limbour, Ferme",262369,"Ferme-Limbour",Ferme,45.494166,-75.746666,31G05,81017,Gatineau,Ville,1990-08-21,0cc9e0a1849c20c371d2b1390c79652d,Français,Limbour,Ferme,
106872,"Jumeaux, Lacs",262622,"Twin, Lacs",Lacs,45.609166,-75.547221,31G12,82015,Val-des-Monts,Municipalité,2000-11-09,ccc0d307d1e311d892e2080020a0f4c9,Français,Jumeaux,Lacs,
122740,"Truite, Lac à la",262785,"Truite, Lac de la",Lac,45.938610,-76.761111,31F15,84065,Mansfield-et-Pontefract,Municipalité,1997-08-14,ccd7dd79d1e311d892e2080020a0f4c9,Français,Truite,Lac à la,
122741,"Gruice, Lac",262785,"Truite, Lac de la",Lac,45.938610,-76.761111,31F15,84065,Mansfield-et-Pontefract,Municipalité,1983-02-03,ccd7dd79d1e311d892e2080020a0f4c9,Anglais,Gruice,Lac,
2731,"Auvergne",263011,"Sainte-Christine-d'Auvergne",Bureau de poste,46.813888,-71.970832,21L13,34105,Sainte-Christine-d'Auvergne,Municipalité,1990-06-20,ac26af66d1e211d892e2080020a0f4c9,Français,Auvergne,,
56101,"Sainte-Christine",263027,"Sainte-Christine-d'Auvergne",Municipalité de paroisse,46.816666,-71.966666,21L13,34105,Sainte-Christine-d'Auvergne,Municipalité,1992-04-24,0cc9e2aa849c20c3974f887874847317,Français,Sainte-Christine,,
244319,"An des Porcs-Épics, Lac de l'",263053,"Le Bouthillier, Lac",Lac,50.188888,-67.050833,22J03,97904,Lac-Walker,Territoire non organisé,1991-04-12,839e3fd7d1e211d892e2080020a0f4c9,Français,An des Porcs-Épics,Lac de l',
135289,"Club-Ermitage",263057,"Club-Hermitage",Centre de villégiature,45.233888,-72.185277,31H01,45072,Magog,Ville,1990-06-20,a97c289cd1e211d892e2080020a0f4c9,Français,Club-Ermitage,,
135334,"Lac-Memphrémagog",263057,"Club-Hermitage",Centre de villégiature,45.233888,-72.185277,31H01,45072,Magog,Ville,1983-02-22,a97c289cd1e211d892e2080020a0f4c9,Français,Lac-Memphrémagog,,
135301,"Ermitage, Baie de l'",263111,"Hermitage, Baie de l'",Baie,45.234721,-72.180277,31H01,45072,Magog,Ville,1990-06-20,0cc9e2eb849c20c3a93c55d3a1b64530,Français,Ermitage,Baie de l',
181742,"Louis-Francœur, Jardin",263125,"Louis-Francœur, Place",Place commémorative,45.518616,-73.569763,31H12,66023,Montréal,Ville,1990-06-20,0149a9b50a0012044fad9facae4e52d9,Français,Louis-Francœur,Jardin,
15748,"Craie, Cap à la",263464,"Pimbinas, Pointe aux",Pointe,49.715277,-64.098610,22H09,98020,L'Île-d'Anticosti,Municipalité,1993-03-05,0cc9e32e849c20c369c4589043fa354e,Langue amérindienne indéterminée,Craie,Cap à la,
41294,"Mine, Lac de la",264175,"Mine, Grand lac de la",Lac,48.015277,-69.993888,22C04,15904,Sagard,Territoire non organisé,1994-03-31,83a98a78d1e211d892e2080020a0f4c9,Français,Mine,Lac de la,
15838,"Cratère, Lac du",264544,"Pingualuk, Lac",Lac,61.276388,-73.666666,35H05,99902,Rivière-Koksoak,Territoire non organisé,1998-10-30,842c7623d1e211d892e2080020a0f4c9,Français,Cratère,Lac du,
11667,"Caxton, Lac",264569,"Long, Grand lac",Lac,46.541110,-72.950277,31I10,51075,Saint-Élie-de-Caxton,Municipalité,1990-06-20,8ff92291d1e311d892e2080020a0f4c9,Anglais,Caxton,Lac,
36523,"Long, Lac",264569,"Long, Grand lac",Lac,46.541110,-72.950277,31I10,51075,Saint-Élie-de-Caxton,Municipalité,1990-06-20,8ff92291d1e311d892e2080020a0f4c9,Français,Long,Lac,
109230,"Pins Rouges, Île des",264583,"Pins, Île aux",Îlot,46.685833,-73.011111,31I11,36033,Shawinigan,Ville,1998-06-11,a6458e6fd1e211d892e2080020a0f4c9,Français,Pins Rouges,Île des,
62032,"Tentard, Lac",264598,"Têtard, Lac",Lac,47.336113,-70.643219,21M07,16005,Petite-Rivière-Saint-François,Municipalité,1997-03-25,cd591b74d1e311d892e2080020a0f4c9,Français,Tentard,Lac,
61171,"Mont, Lac sur le",264603,"Tour, Lac de la",Lac,47.318949,-70.826199,21M07,21904,Lac-Jacques-Cartier,Territoire non organisé,1997-03-25,843772a4d1e211d892e2080020a0f4c9,Français,Mont,Lac sur le,
114540,"Lolo, Lac",264639,"Lalo, Lac",Lac,46.845833,-76.686110,31K15,83902,Lac-Pythonga,Territoire non organisé,1992-04-24,cd648d25d1e311d892e2080020a0f4c9,Français,Lolo,Lac,
85695,"Saint-Godard-de-Lejeune",264732,"Lejeune",Municipalité,47.768357,-68.575313,21N15,13050,Lejeune,Municipalité,1991-04-12,cd9d777ad1e311d892e2080020a0f4c9,Français,Saint-Godard-de-Lejeune,,
128462,"Cochons, Île aux",264956,"Graham, Île",Îlot,45.484721,-74.193055,31G08,71100,Hudson,Ville,1990-11-30,a675c633d1e211d892e2080020a0f4c9,Français,Cochons,Île aux,
264955,"Graham Island",264956,"Graham, Île",Îlot,45.484721,-74.193055,31G08,71100,Hudson,Ville,1990-11-30,a675c633d1e211d892e2080020a0f4c9,Anglais,Graham Island,,
118966,"Lepage-et-Thivierge, Seigneurie",265020,"Lepage-et-Thibierge, Seigneurie",Seigneurie,48.550000,-68.200000,22C09,09030,Saint-Donat,Municipalité de paroisse,2004-03-16,3ec9791ad1e011d892e2080020a0f4c9,Français,Lepage-et-Thivierge,Seigneurie,
6335,"Bleury, Île à",265161,"Bleury, Haut-fond à",Haut-fond,45.630277,-73.472499,31H11,58033,Boucherville,Ville,1990-11-30,cdcb172ed1e311d892e2080020a0f4c9,Français,Bleury,Île à,
11837,"Cèdres, Rapides des",265308,"Cèdres, Rapide des",Rapide,49.009722,-77.058333,32F03,99060,Eeyou Istchee Baie-James,Gouvernement régional,1990-08-21,a1103edfd1e211d892e2080020a0f4c9,Français,Cèdres,Rapides des,
48976,"Pierre, Île de",265407,"Dirette, Île",Îlot,45.667221,-73.565833,31H12,65005,Laval,Ville,1990-11-30,0cc9efbe849c20c35b11e9bb4e404643,Français,Pierre,Île de,
128384,"Secteur-Quinchien",265508,"Quinchien",Hameau,45.364722,-74.007222,31G08,71083,Vaudreuil-Dorion,Ville,1990-11-30,0cc9f188849c20c3c8fdaaa425a6d606,Français,Secteur-Quinchien,,
128398,"Secteur-Radisson",265509,"Radisson",Hameau,45.452222,-74.205000,31G08,71083,Vaudreuil-Dorion,Ville,1990-11-30,0cc9f146849c20c3c678f4f52756c7ee,Français,Secteur-Radisson,,
128395,"Secteur-Tree-Farm",265511,"Tree Farm",Hameau,45.444999,-74.144999,31G08,71083,Vaudreuil-Dorion,Ville,1990-11-30,b6ec19bfd1e211d892e2080020a0f4c9,Français,Secteur-Tree-Farm,,
128396,"Secteur-Hudson-Acres",265512,"Hudson Acres",Hameau,45.441666,-74.150833,31G08,71083,Vaudreuil-Dorion,Ville,1990-11-30,b6e0f62ed1e211d892e2080020a0f4c9,Français,Secteur-Hudson-Acres,,
56093,"Sainte-Cécile-de-Frontenac",265561,"Sainte-Cécile-de-Whitton",Bureau de poste,45.666388,-70.943055,21E10,30050,Sainte-Cécile-de-Whitton,Municipalité,1996-12-13,ac31fa07d1e211d892e2080020a0f4c9,Français,Sainte-Cécile-de-Frontenac,,
135733,"Laurentides, Réserve écologique des",265597,"Jackrabbit, Réserve écologique",Réserve écologique,46.011111,-74.474999,31J01,78055,Montcalm,Municipalité,1993-03-05,72f48130d1e211d892e2080020a0f4c9,Français,Laurentides,Réserve écologique des,
134621,"Chareau, Lac",265608,"Chapeau, Lac",Lac,48.535235,-73.016405,32A11,91902,Lac-Ashuapmushuan,Territoire non organisé,2001-04-11,854fc08bd1e211d892e2080020a0f4c9,Français,Chareau,Lac,
23340,"Fougère, Lac",265618,"Crête, Lac",Lac,47.424443,-73.162222,31P06,90012,La Tuque,Ville,1998-06-11,8588aae0d1e211d892e2080020a0f4c9,Français,Fougère,Lac,
53900,"Rochefort, Lac",265624,"Orignal, Lac",Lac,47.466111,-73.212500,31P06,90012,La Tuque,Ville,1998-06-11,0cc9f4e7849c20c376d5c67b3aa93561,Français,Rochefort,Lac,
21025,"Épagneul, Lac de l'",265625,"Renard, Lac",Lac,47.414722,-73.229721,31P06,90012,La Tuque,Ville,1998-06-11,85712b3ed1e211d892e2080020a0f4c9,Français,Épagneul,Lac de l',
265656,"Sainte-Cécile–Le Platon, District électoral de",,,District électoral,46.350000,-72.533333,31I07,37067,Trois-Rivières,Ville,2002-06-11,03feb575fa714c8298382d08c8b414e4,Français,Sainte-Cécile–Le Platon,District électoral de,
265657,"Vieilles-Forges, District électoral des",,,District électoral,46.366666,-72.633333,31I07,37067,Trois-Rivières,Ville,2002-06-11,7f7190af376444ec9515850e750b69a5,Français,Vieilles-Forges,District électoral des,
265658,"Jacques-Cartier, District électoral de",,,District électoral,46.366666,-72.633333,31I07,37067,Trois-Rivières,Ville,2002-06-11,f83c21aca17243a283ac6be4a1c31865,Français,Jacques-Cartier,District électoral de,
265659,"Saint-Jean-De Brébeuf, District électoral de",,,District électoral,46.333333,-72.566666,31I07,37067,Trois-Rivières,Ville,2002-06-11,7a9a08f055134267bdedf29776912312,Français,Saint-Jean-De Brébeuf,District électoral de,
80859,"Laferte, Ruisseau",265715,"Cantin, Ruisseau",Ruisseau,45.700833,-73.562222,31H12,64008,Terrebonne,Ville,1990-11-30,0cc2b3a2849c20c30ac97b198d64f208,Français,Laferte,Ruisseau,
28814,"Hirondelles, Rivière aux",265737,"Judith, Rivière",Rivière,49.942499,-70.448610,22E16,94930,Mont-Valin,Territoire non organisé,1991-06-07,cfa1ac16d1e311d892e2080020a0f4c9,Français,Hirondelles,Rivière aux,
36329,"Locas, Île",265763,"Isaïe-Locas, Île",Îlot,45.583054,-73.835833,31H12,65005,Laval,Ville,1990-11-30,0cc9faa7849c20c3c8e8b60d8d6ae781,Français,Locas,Île,
76712,"Régates, Lac des",265808,"Île Notre-Dame, Lac de l'",Lac,45.502777,-73.525554,31H12,66023,Montréal,Ville,1990-10-19,0cc9fc52849c20c36e0aff45696d0540,Français,Régates,Lac des,
106019,"Seigneur, Île au",265894,"Seigneur, Île du",Île,45.408055,-73.601666,31H05,67030,Sainte-Catherine,Ville,1990-11-30,d0436a64d1e311d892e2080020a0f4c9,Français,Seigneur,Île au,
33290,"Lac-Quinn",265914,"Domaine-du-Lac-Quinn",Secteur résidentiel,46.003333,-73.728332,31I04,63060,Sainte-Julienne,Municipalité,1990-10-19,c34f2ea2d1e211d892e2080020a0f4c9,Français,Lac-Quinn,,
111364,"Lac-des-Fourches",265917,"Domaine-du-Lac-des-Fourches",Secteur résidentiel,45.937499,-73.735277,31H13,63060,Sainte-Julienne,Municipalité,1990-10-19,c3420f41d1e211d892e2080020a0f4c9,Français,Lac-des-Fourches,,
